"x","y","z"
2,3,4
2.2,3.9,3.90666666666667
2.54,4.88210666666667,3.86991111111111
3.00842133333333,6.01027304888889,3.91152687051852
3.60879167644444,7.33943311691429,4.06454077727958
4.35491996453841,8.92020617487258,4.37749497200082
5.26797720660525,10.799284426552,4.92096425266914
6.37423865059459,13.0148954233683,5.79632050999458
7.70237000514933,15.5852285547131,7.14638440494981
9.27894171506207,18.4859692487834,9.16610784221686
11.1203472218063,21.6114216158044,12.1078533814164
13.2185621006059,24.7137169534584,16.2686314475662
15.5175930711764,27.3208790890981,21.9345671494177
17.8782502747608,28.6568798828337,29.2438092491442
20.0339761963754,27.6389996241718,37.9308368353043
21.5549808819347,23.1071366563169,46.9822400820005
21.8654120368111,14.4617574819143,54.4379983882237
20.3846811258317,2.61096776853481,57.8588841965549
16.8299384543724,-9.61452824923407,55.8375519472335
11.5410451136511,-18.792323404096,49.6233108026657
5.47437141010165,-23.4075890456154,42.6390731825837
-0.30202068104176,-24.5422317387255,37.802152554498
-5.15006289257851,-23.9921780481473,35.9342829824717
-8.91848592369227,-22.6950933598395,36.4890124076313
-11.6738074109217,-20.7270087393725,38.5910491592231
-13.4844476766119,-17.8397112012976,41.3721220352897
-14.355500381549,-13.8766033790689,43.9767819052696
-14.259720981053,-9.01197733674712,45.6154652390451
-13.2101722521918,-3.80790540480776,45.7528060724878
-11.329718882715,0.958605226834796,44.3187181416397
-8.87205406080505,4.63716290371887,41.7378386192947
-6.17021066790026,6.98207658382447,38.688997360188
-3.53975321755532,8.16150236296776,35.7639664992124
-1.1995021014507,8.54792282363998,33.2787608675997
0.749982883567436,8.50360206224202,31.2988285935278
2.30070671930235,8.2840487213778,29.7571088551134
3.49737511971744,8.03751590396015,28.5512463806334
4.40540327656598,7.83820727835172,27.5907174032698
5.09196407692313,7.71750423063822,26.8098217556245
5.61707210766615,7.68436104333536,26.1659096814427
6.03052989479999,7.73671817389483,25.6336667000676
6.37176755061896,7.867388684543,25.1996680141036
6.67089177740377,8.06690220042604,24.8582691585836
6.95009386200822,8.32472708515392,24.608763434618
7.22502050663736,8.62962079220443,24.4534487437868
7.50594056375077,8.96950648743995,24.3962485545485
7.79865374848861,9.33110724081295,24.4416069499239
8.10514444695348,9.69949860196813,24.5934560684836
8.42401527795641,10.0577192425254,24.854121822804
8.75075607087021,10.3865833742207,25.2230962701297
9.07792153154031,10.664851850184,25.6956736194074
9.39530759526904,10.8699246945019,26.2615314578684
9.6902310151156,10.9791951345723,26.9034421676272
9.94802383900694,10.9721292062234,27.5964106629679
10.1528449124502,10.8329849490182,28.3076221524398
10.2888729197638,10.5538604499308,28.9975946268354
10.3418704257972,10.1375007541132,29.6228028263827
10.3009964914604,9.59909440788956,30.1397343937848
10.1606160747462,8.96628459007107,30.5098866491203
9.92174977781121,8.27691900561278,30.7047522012331
9.59278362337152,7.57466313446815,30.7095958032653
9.18915952559085,6.90331854682839,30.5249927831355
8.73199132983836,6.30120094618787,30.1657070756905
8.24583325310826,5.79695821910614,29.6573100055806
7.75605824630783,5.40770101562951,29.0316018222827
7.28638680017217,5.13952371890448,28.3220986062111
6.85701418391863,4.98979454387339,27.5605578362384
6.48357025590958,4.95026387599443,26.7749632575493
6.17690897992655,5.01011083418953,25.9888728896527
5.94354935077915,5.1583595996593,25.2217396409139
5.78651140055518,5.38544695873695,24.4897594903913
5.70629851219153,5.68397895411305,23.8068979887134
5.70183460057584,6.04884121040023,23.1858863756324
5.77123592254071,6.47684997888268,22.6390956110689
5.91235873380911,6.96609385903913,22.1792657637393
6.12310575885511,7.5150573598371,21.8200925070337
6.40149607905151,8.12156075582784,21.5766640599548
6.74550901440678,8.78150873740389,21.4657114301081
7.1527089590062,9.48742061167463,21.505588414134
7.61965128953989,10.2267249181151,21.7158388668532
8.14106601525493,10.97985274939,22.1161423481561
8.70882336208193,11.7182731657626,22.7243688776656
9.31071332281808,12.4027984938056,23.5534499597085
9.92913035701559,12.9827535779439,24.6068439853875
10.5398550012013,13.3969202742006,25.8726280262018
11.1112680558011,13.5774257114657,27.3167864745256
11.604499586934,13.4577045696542,28.8771395276406
11.9751405834781,12.9849751725374,30.4604239618925
12.1771075012899,12.1359972123142,31.9458060805403
12.1688854434948,10.9323071716283,33.197656610039
11.9215697891215,9.44866727095195,34.087794796263
11.4269892854876,7.80817251502291,34.5226379994925
10.7032259313946,6.16132677405615,34.4659087128877
9.79484609992694,4.65397860245883,33.9466483648645
8.76667260043332,3.39596891952505,33.0478605353405
7.69253186425167,2.442990728215,31.8807349270301
6.64262363704433,1.79707737199283,30.5562847446725
5.67351438403403,1.42152707519343,29.1653623975325
4.82311692226591,1.26086252718929,27.7711774891655
4.11066604325059,1.25771803112953,26.4116737709075
3.54007644082638,1.36314524441764,25.1064523458434
3.10469020154463,1.54074993714705,23.8639543213688
2.79190214866511,1.76675774823585,22.6868811155536
2.58687326857926,2.02809675386312,21.5755664177935
2.47511796563603,2.31991872877731,20.5297981277511
2.44407811826429,2.64331297142039,19.5497170114259
2.48392508889551,3.00350974690228,18.6362747053467
2.58784202049686,3.40861539566253,17.7915499186963
2.75199669553,3.86880020944013,17.019086419418
2.97535739831202,4.39581296300457,16.3243403182233
3.25944851125053,5.00268191203143,15.7152911270061
3.60809519140671,5.70345579473533,15.2032619491077
4.02716731207243,6.51282365938293,14.8039935403697
4.52429858153453,7.44541770347767,14.5390118292238
5.10852240592316,8.51453994315003,14.4373037200941
5.78972591336854,9.72995590089963,14.5372485498699
6.57777191087476,11.0942696016028,14.8886041835176
7.48107144902036,12.5972596318511,15.5540567928719
8.50430908558651,14.2074942468736,16.6093270846068
9.64494611784393,15.8607404252426,18.1399947549032
10.8881049793237,17.44551000295,20.2320481037865
12.1995859840489,18.7881653172972,22.9519764248505
13.5173018506986,19.6440779640421,26.312027780943
14.7426570733673,19.707533004773,30.2194182609983
15.7356322596484,18.6589798981922,34.4185439707738
16.3203017873572,16.2658033488988,38.455105212695
16.3094020996655,12.5278778361257,41.7134226573746
15.5530972469576,7.80416579376747,43.5751507240119
14.0033109563195,2.80324580096056,43.6787216758348
11.7632979252477,-1.6438994155447,42.1342843058806
9.08185845708925,-4.93633737223835,39.5003689045498
6.27821929122373,-6.92650507670221,36.4970602167516
3.63727441763854,-7.85490312259816,33.6808279826586
1.3388389095912,-8.11105966599278,31.3131083932997
-0.551140805525593,-8.03755284124578,29.4258879000801
-2.04842321266963,-7.86108448430408,27.9451036790234
-3.21095546699652,-7.70611181258157,26.7767547081636
-4.10998673611353,-7.63054529947593,25.8435407608061
-4.81409844878601,-7.65519477088754,25.0924473862997
-5.38231771320632,-7.78203576601736,24.4912407511307
-5.86226132376852,-8.00410019182832,24.0227490233685
-6.29062909738048,-8.3103318794963,23.6799782818447
-6.69456965380365,-8.68763832833724,23.4625904174139
-7.09318338871037,-9.12140565173967,23.3744522601407
-7.49882784131623,-9.59517470654601,23.4218108672787
-7.91809721436218,-10.0898922550403,23.6116988856586
-8.35245622249781,-10.5830343065245,23.9502632335805
-8.79857183930315,-11.0478786014772,24.4408024760516
-9.24843319173796,-11.4532381315422,25.0814040816022
-9.68939417969881,-11.764022156211,25.8622193510227
-10.1043197750013,-11.9430177006403,26.7626259418396
-10.4720593601291,-11.9542138099263,27.7488072901236
